,text,hashtags
0,"Is there an App for #COVID19 genetic testing yet? How soon? Will we be able to give saliva sample to #SmartPhone, &amp; transmit results to #ProjectBaseline from home? https://t.co/J3nIIofyHb
&gt;https://t.co/GiQO23g7Cz &gt;https://t.co/mbMsJXUlCg
&gt;https://t.co/E54F0S11Y6 @WorldUnivAndSch? https://t.co/YjDu8aVMvK","['covid', 'smartphone']"
1,"#Chinese #smartphone maker #Vivo told GT that the firm has mandated 100% work from home for its employees starting from Monday in #India, noting that it will continue to follow local government's directive and advisory on the #COVID19 situation. https://t.co/X9Mo2oskyb","['chinese', 'smartphone', 'vivo']"
2,The latest The sarasota communities Daily! https://t.co/EyzyPGR1Y3 Thanks to @BrandyCoffey #covid19 #smartphone,"['covid', 'smartphone']"
3,"#Africa 's #Smartphone Market Posts Growth, but Uncertainty Around Global #COVIDー19 Outbreak Casts Shadow over Short-Term Prospects. Read at https://t.co/UShcXtDQYt @MarkWalker36 https://t.co/dlCnAgsNuU https://t.co/Q91l7LiT3K","['africa', 'smartphone', 'covid']"
4,"Died of #coronavirus, US man receives last rites over #smartphone https://t.co/HJ5TVXWabn | #technology #technews #artificialintelligence #AI #ML #RPA #covid19 #coronavirus2019india","['coronavirus', 'smartphone', 'technology', 'technews']"
5,Apple's Siri helps Americans wondering if they have COVID-19 https://t.co/rR4VMi5D7B #voiceassistant #coronavirus #smartphone #internet #cdc,"['voiceassistant', 'coronavirus', 'smartphone', 'internet', 'cdc']"
6,"Is there an App for #COVID19 genetic testing yet? How soon? Will we be able to give saliva sample to #SmartPhone, &amp; transmit results to #ProjectBaseline from home? https://t.co/R2wIuX5dOl
&gt;https://t.co/QTfH0CdG6c &gt;https://t.co/BAldS48ejy
&gt;https://t.co/ogIXJBm6ZL @WorldUnivAndSch? https://t.co/rWLH0fkX1l","['covid', 'smartphone']"
7,"Is there an App for #COVID19 genetic testing yet? How soon? Will we be able to give saliva sample to #SmartPhone, &amp; transmit results to #ProjectBaseline from home? https://t.co/JUuzJhIetw
&gt;https://t.co/M0lM6IfkQM &gt;https://t.co/VFQpDDDqIn
&gt;https://t.co/SpuwGvCarz @WorldUnivAndSch? https://t.co/5yqTxbJVfn","['covid', 'smartphone']"
8,"Besides washing our hands, do remember to #disinfect our #smartphone during this #coronavirus period. 
The #disinfectant of #ELECLEAN does not contain #alcohol so safe no damage to our phone and #health. https://t.co/oIgt9fx6KA","['disinfect', 'smartphone', 'coronavirus']"
9,BBC News - Coronavirus: #Smartphone sales collapse amid pandemic https://t.co/ObJX03kAQK   #sales #mobile #retail,"['smartphone', 'sales', 'mobile', 'retail']"
10,"The #FederalGovernment is in talks with #Facebook, #Google, and other #tech companies about using #smartphone location #data to track the #coronavirus. The main purpose is to see how the #virus spreads and whether people are practicing #socialdistancing. 
https://t.co/jHxPHjqsF4","['federalgovernment', 'facebook', 'google', 'tech', 'smartphone']"
11,The latest The Paola Social Media Daily! https://t.co/iQQE02fSvP Thanks to @Phonzieapp #coronavirus #smartphone,"['coronavirus', 'smartphone']"
12,"#ados you better start teaching ya bigmama/papa how to use a #smartphone right now!
New Coronavirus Stimulus Bill In Congress Creates U.S. Digital Dollar via @forbes https://t.co/OPmeg2IH28","['ados', 'smartphone']"
13,Coronavirus outbreak drops #smartphone industry into worst-ever plunge https://t.co/8aSfmgvJDr,['smartphone']
14,"Is there an App for #COVID19 genetic testing yet? How soon? Will we be able to give saliva sample to #SmartPhone, &amp; transmit results to #ProjectBaseline from home? https://t.co/MTdXyuG363
&gt;https://t.co/RtdqGNb9Dv &gt;https://t.co/dZUdUxcFBz
&gt;https://t.co/roTJSySPk2 @WorldUnivAndSch? https://t.co/4tWkTVjg81","['covid', 'smartphone']"
15,"OH NO!

@eyehinakhan was set to entertain fans one more time with her upcoming short film titled #SmartPhone but unfortunately the whole plan has been delayed for now due to #Coronavirus!

#HinaKhan | #Hacked | #BiggBoss | #Covid19 | @Hinaholics 

https://t.co/XyUPxEGcKk",['smartphone']
16,How to clean the bundle of germs that is your phone https://t.co/tzWVxj39Al via @APNews #covid19 #coronavirus #germs #smartphone #phone,"['covid', 'coronavirus', 'germs', 'smartphone', 'phone']"
17,Trudeau leaves door open to using #smartphone data to track compliance with #COVID19 rules #coronavirus #health #nbpoli,"['smartphone', 'covid', 'coronavirus', 'health']"
18,"#Smartphone #data reveal which #Americans are #socialdistancing (and not)
D.C. gets an ‘A’ while Wyoming earns an ‘F’ for following #coronavirus stay-at-home advice https://t.co/Tuwv9tQC7R","['smartphone', 'data', 'americans', 'socialdistancing']"
19,How to keep your smartphone clean during the coronavirus outbreak https://t.co/Zb8yOd2U2L via @techrepublic #smartphone #clean #coronavirus,"['smartphone', 'clean', 'coronavirus']"
20,"#AI-Powered #Smartphone App Offers #Coronavirus Risk Assessment #HealthTech #HealthIT 
#ArtificialIntelligence 
V/ @MargaretSiegien @PawlowskiMario https://t.co/unDcSzD2nV","['ai', 'smartphone', 'coronavirus', 'healthtech', 'healthit', 'artificialintelligence']"
21,"When making efforts to maintain #hygiene, why leave your smartphone behind? Cleaning your #smartphone is equally important to protect you and others. Few tips to guide you on how to sanitize your smartphone.  
Click to Connect-  https://t.co/u9g7dwH6Q7

#Coronavirus #COVID19india https://t.co/v9ASJ5533a","['hygiene', 'smartphone']"
22,"Keeping your #smartphone clean is a good idea under normal circumstances. But with the threat of the #coronavirus, also known as #COVID19, a good cleaning is essential to protect yourself and other people from potentially getting infected.  https://t.co/KPVET2Bwkr https://t.co/OGTwR5lRfn","['smartphone', 'coronavirus']"
23,"Advanced and Cheaper New Xiaomi Smartphone has 64MP Camera
#64MPCamera
#COVID19
#Note9Pro
#smartphone
https://t.co/xjWO4aWw8N","['mpcamera', 'covid', 'notepro', 'smartphone']"
24,#Future is noe! futureproofn #smartphone Kry launches free service for doctors to do video consultations during COVID-19 crisis https://t.co/4Ugg4vAAwQ,"['future', 'smartphone']"
25,"There's an massive amount of change in consumption of Media. 

#covid19 #mediamonitoring #smartphone #sociallistening #socialmedia #socialmediatrends https://t.co/qNq7j2vvgg","['covid', 'mediamonitoring', 'smartphone']"
26,COVID-19 Toolkit Page — Unacast https://t.co/JfC8zF4l4N #géolocalisation #information #unacast.com #smartphone #BigData #Unacast #santé #GPS,"['géolocalisation', 'information', 'unacast', 'smartphone', 'bigdata', 'unacast', 'santé', 'gps']"
27,"After @Samsung and @LG, other #smartphone manufacturers including Chinese players and @Apple have also suspended the production and temporarily shut their factories to curb the spread of #coronavirus. #technology #CoronavirusOutbreak https://t.co/s3SFcSEZL7",['smartphone']
28,#China’s #smartphone brands adapt to life under #coronavirus restrictions https://t.co/tLuuiUGJmF #CoronaVtj https://t.co/Jm03xMWw1s,"['china', 'smartphone', 'coronavirus', 'coronavtj']"
29,"For headset-based #VR, the situation may be bad. But to me, the #COVID19 crisis can be a chance for #smartphone-based #VirtualReality.

https://t.co/o631TKlni6","['vr', 'covid', 'smartphone']"
30,"Ready to get creeped out? We've known that we are being tracked but...
#Smartphone data reveal which Americans are #SocialDistancing (and not). #CoronaVirus #Tech https://t.co/7x11dONaOd",['smartphone']
31,#covid19 need a starter! #Ultrasonic in #Smartphone &amp; #Bat is same technology!,"['covid', 'ultrasonic', 'smartphone', 'bat']"
32,"Trudeau leaves #door #open to using #smartphone #data to track #Canadians' compliance with #COViD19 pandemic rules https://t.co/cds3DzD3DQ

#bigdata 
#WHO #dATA
#COViD19 #Linux #COViD19USA #Covid19iNDiA #COViD19UK #CANADA #COViD19france #COViD19italy

#Italy #USA #china #iran #UK","['door', 'open', 'smartphone', 'data', 'canadians', 'covid']"
33,My solution to avoid surface infection and still allow use of a #smartphone to get in touch with colleagues and check therapies. #Covid_19 #COVID2019italia @SIU_Italia @Uroweb https://t.co/DkPlS6ErjA,['smartphone']
34,"[PUBLICATION]
On the website of @francebleu
Monday, March 16th.
https://t.co/QBkKZVMiIK
Photography at #smartphone… https://t.co/CLBedMGgwg",['smartphone']
35,It's now safe to clean and disinfect your #smartphone to prevent the spread of #COVID-19.  Here's how to do it: https://t.co/R6WLiiVhN7 #coronavirus @USATODAY,"['smartphone', 'covid']"
36,The #Smartphone market is falling dramatically due to #Coronavirus – https://t.co/vhGHDcDikf – #Amndroid https://t.co/khRVl2U4P4,"['smartphone', 'coronavirus', 'amndroid']"
37,"#CoronaVirus causing #COVID19 may survive on some surfaces for up to 9 days, studies show. So #smartphone hygiene matters even more now!  Any bacteria, virus or other germs in your phone/case could easily transfer to your skin. This is how to clean phones 
https://t.co/rDfk2cLTsC","['coronavirus', 'covid', 'smartphone']"
38,"""The U.S. Wants #Smartphone Location #Data to Fight #Coronavirus. #Privacy Advocates Are Worried.""

The U.S. government is requesting greater access to the smartphone location data of Americans from tech giants like Google and Facebook. 😬

https://t.co/xRt0888PVH via @NBCNews https://t.co/rBcfX75VSE","['smartphone', 'data', 'coronavirus', 'privacy']"
39,"Design Framework for predicting #COVID19  using your #smartphone. 
#coronavirus #algorithm #machinelearning https://t.co/8vBXm2Qorz","['covid', 'smartphone', 'coronavirus', 'algorithm', 'machinelearning']"
40,"911 butt dials &amp; unknown caller hangups are 1/3 or more of all #smartphone &amp; #wearable #Emergency calls answered. 

PSAPS need more time to spend on real #Emergency rescue situations &amp; for asking the #coronavirus questions. 

Save time, more victims &amp; $1 billion a year #America👍🏼","['smartphone', 'wearable', 'emergency']"
41,Coronavirus privacy : Are South Korea's alerts too revealing ? - BBC News https://t.co/G85pfjPagQ #géolocalisation #surveillance #smartphone,"['géolocalisation', 'surveillance', 'smartphone']"
42,[🔴 NEWS] 5G Smartphones Sales In US Are Much Lower Than Excpected https://t.co/Va7YYLbTdi #5G #Smartphone #TheNPDGroup #UnitedStates #Samsung #Coronavirus #LG #LGCorporation #China #SamsungGalaxyNote #MarketShare #ATT #TMobile #VerizonCommunications #NPD #AppleInc #IPhone,"['g', 'smartphone']"
43,#RT @Naijaknowhow: How to Clean a #Smartphone to Prevent #Coronavirus https://t.co/6QfmJ4jGHe,"['rt', 'smartphone', 'coronavirus']"
44,"Coronavirus Tracking App is ransomware; locks phones for ransom 

https://t.co/X6ox5PVtmG #app #mobile #smartphone #ransonware #coronavirus #hacking #cybersecurity","['app', 'mobile', 'smartphone']"
45,"Global #smartphone sales tumbled 14% y/y in Feb due to the coronavirus outbreak, according to Counterpoint.
China saw sales drop 38% y/y in Feb.
China and South Korea now show signs of recovery, but for other parts of the world, “the worst is yet to come""",['smartphone']
46,"""If you'd like to buy a #smartphone this month, go right ahead. But due to the lockdowns and an expected plunge in demand, don't expect to be joined by many other people,"" writes Stephen Silver. #coronavirus https://t.co/kzP2hi3SdO",['smartphone']
47,"#US government in talks with #Facebook, #Google to use #smartphone #location #data in #coronavirus #tracking https://t.co/TDKHUUCCJj","['us', 'facebook', 'google', 'smartphone', 'location', 'data', 'coronavirus', 'tracking']"
48,"#Coronavirus Reality Check: Yes, U.S. And EU Will Track Our #Smartphone Location #Data—Get Used To It   https://t.co/8Jgu4i1kUO","['coronavirus', 'smartphone', 'data']"
49,"The U.S. wants #smartphone location data to fight #coronavirus. #Privacy advocates are worried.

https://t.co/wEK8jhxNwQ","['smartphone', 'coronavirus', 'privacy']"
50,"#Coronavirus Reality Check: Yes, U.S. And EU Will Track Our #Smartphone Location #Data—Get Used To It  https://t.co/9sWVXvttRS","['coronavirus', 'smartphone', 'data']"
51,#Nigeria &amp; #Ghana #Smartphone Markets in Good Shape in 2019 but COVID-19 Casts a Dark Shadow in West Africa. https://t.co/zAZBSkSf4w @ramazanhilmi https://t.co/dlCnAgsNuU https://t.co/ZwVF37dPEy,"['nigeria', 'ghana', 'smartphone']"
52,"How to keep your #Smartphone #Coronavirus-free  https://t.co/qcOTcjerPt  Source: @kaspersky 
#Cybersecurity #Technology","['smartphone', 'coronavirus', 'cybersecurity', 'technology']"
53,"The offer will last till the Lockdown is over.

#TechGalena #TechNews #Smartphone #Tech #India #Technology #Internet #jio #jiofiber #broadband #COVID19 #coronavirus #CoronaVirusUpdate #CoronavirusOutbreak #stayhomestaysafe #quarantine #COVID19india https://t.co/S8qc8lRrKr","['techgalena', 'technews', 'smartphone', 'tech', 'india', 'technology']"
54,"Global smartphone shipments drop 38% in february
#smartphone #coronavirus #covid19
https://t.co/PbgC2m6PLL","['smartphone', 'coronavirus', 'covid']"
55,"#Coronavirus Reality Check: Yes, U.S. And EU Will Track Our #Smartphone Location Data—Get Used To It  #tracking #data #privacy #trends https://t.co/A0PiuN2hSi","['coronavirus', 'smartphone', 'tracking']"
56,Check out the following guidelines for disinfecting your #smartphone in our blog article here &gt; https://t.co/YqhU02TBCe  #mhealth #healthIT #COVID19 #Coronavirus #DiseaseResistance https://t.co/afjnV1mgCU,['smartphone']
57,Why the #coronavirus #outbreak may hasten the demise of the #smartphone as we know it https://t.co/WpfzcDavoa #TechJunkieInvest #CoronaVtj https://t.co/fwy2j9FwsW,"['coronavirus', 'outbreak', 'smartphone']"
58,Global smartphone sales fell 14% in February due to coronavirus - https://t.co/Agr2HVx5fl #global #smartphone,"['global', 'smartphone']"
59,"#Facebook, #Google discuss sharing #smartphone #data with #government to fight #coronavirus, but there are risks. #dataprotection #dataprivacy #personaldata #ePrivacy #locationdata https://t.co/e5d0f3y3WO","['facebook', 'google', 'smartphone', 'data', 'government', 'coronavirus']"
60,"#recession ... #China #Contagion edition

$AAPL #Smartphone","['recession', 'china', 'contagion', 'smartphone']"
61,"Smartphone sales recovery in China
#Smartphone #sales #recovery #China #XiaomiCorp #Xiaomi #ShouZiChew #Huawei #UnitedStates #COVID19 #CoronaVirusUpdates #CoronaVirusOutbreak #CoronaVirus #COVID_19 
https://t.co/VQu7IQ7Brc","['smartphone', 'sales', 'recovery', 'china', 'xiaomicorp', 'xiaomi', 'shouzichew', 'huawei']"
62,How is Coronavirus Changing TV Pilot and Staffing Season? #film #media #smartphone #scotland https://t.co/miI43Rm1pe,"['film', 'media', 'smartphone', 'scotland']"
63,#Future is noe! futureproofn #smartphone Uber Eats beefs up its grocery delivery offer as COVID-19 lockdowns continue https://t.co/c90JPMx3NV,"['future', 'smartphone']"
64,"#Indian #smartphone industry may take USD 2 bn hit from #COVID19 Counterpoint Research

https://t.co/jg5uj847VS","['indian', 'smartphone', 'covid']"
65,"The @SaudiMOH has introduced a self-assessment feature on its #Mawid #smartphone #app amid the global outbreak of #coronavirus disease (#COVID19), offering a consultation window for the public.

https://t.co/V1RlN4wdsT https://t.co/49r83gspRh","['mawid', 'smartphone', 'app']"
66,"@Livnao, one of our #Batch9 startups based in #Vancouver, has #smartphone contact tracing technology to help track and control the spread of #COVID19. 

Read more about their work in #Canada here: https://t.co/UBUgZUPW1M","['batch', 'vancouver', 'smartphone']"
67,"How long can #Coronavirus stay on a smartphone? Well, here's what the study of @WHO says.

#Smartphone #CoronavirusPandemic #CoronavirusOutbreak 
https://t.co/mKJG6FmBfX","['coronavirus', 'smartphone']"
68,"If you're seeking #simplicity, #craving a dose of #nostalgia, or just want a break from your #smartphone, these are the best #flip_phones you can buy today!
#Straight_Talk #COVID19 
https://t.co/RgAXmY7KzU","['simplicity', 'craving', 'nostalgia', 'smartphone']"
69,"How well are we #socialdistancing? #Smartphone location data can rank the states

#CyberSpaceWar @Unacast https://t.co/ivxwcOkpzi","['socialdistancing', 'smartphone', 'cyberspacewar']"
70,"How Long Can Coronavirus Live on a #Smartphone? New Study Answers. @CommunityBandra @mybmc @AUThackeray @MNCDFbombay @BandraDataHub @Lokhandwala_Bom @Together_VCAN @CommunityThane @KharSePyar @MoHFW_INDIA @MumbaiPolice #COVID19
https://t.co/RgKVd6ybxT

Shared via @Gadgets360 app",['smartphone']
71,"How Long Can Coronavirus Live on a #Smartphone? New Study Answers @ASBIndia
https://t.co/qYCqa9DIxk

Shared via @Gadgets360 app",['smartphone']
72,FLIKKER OP! #SocialCrediting #SocialControl without #smartphone acces denied !!!,"['socialcrediting', 'socialcontrol', 'smartphone']"
73,@Unacast is monitoring #smartphone #data and grading #American counties on a #SocialDistancing Scoreboard” as authorities across #UnitedStates urge residents to socially isolate and slow the spread of the #coronavirus: https://t.co/f6mQQxXs5T #innovation #COVID19outbreak #COVID19,"['smartphone', 'data', 'american', 'socialdistancing']"
74,[🔴 NEWS] Xiaomi says China sales are close to a full recovery https://t.co/zDTLJ7rVp1 #Xiaomi #China #Smartphone #Renminbi #Coronavirus #Pandemic #CFO #ChiefFinancialOfficer #Mirror #Huawei #RockMusic #India #Europe,"['xiaomi', 'china', 'smartphone']"
75,Vioguard · UV-C Tech to Combat the Spread of Infectious Disease. #iPhone #ipad #COVID19 #smartphone @DanielMiessler @leolaporte @SGgrc @9to5mac @joshtpm @taosecurity @CharlesPPierce  @TPCHD @dick_nixon @KatyTurNBC @BulwarkOnline @maryjofoley @Ihnatko https://t.co/EGZNPnz5sr,"['iphone', 'ipad', 'covid', 'smartphone']"
76,#DigitalSurveillance and #smartphone technology may prove helpful in containing the #coronavirus #pandemic -- but some activists fear this could mean lasting harm to #privacy and #digital #rights. https://t.co/MFPNlX8T0g @dynamicCISO,"['digitalsurveillance', 'smartphone', 'coronavirus', 'pandemic']"
77,"New by me @Forbes: #Coronavirus Reality Check: Yes, U.S. And EU Will #Track Our #Smartphone #Location Data—Get Used To It https://t.co/rTvbZxhz8V","['coronavirus', 'track', 'smartphone', 'location']"
78,"[Coronavirus] #MassTracking of people's #smartphone data on movements and location is one such worry of #digitalrights defenders.
https://t.co/gJWNrJ4Nkf","['masstracking', 'smartphone']"
79,How the Virus Got Out - The New York Times https://t.co/GYsay0ImC6 #géolocalisation #métadonnées #nytimes.com #smartphone #analyse #BigData,"['géolocalisation', 'métadonnées', 'nytimes', 'smartphone', 'analyse', 'bigdata']"
80,The latest The Dog Star Comics Daily! https://t.co/HsQRlCZEdw #coronavirus #smartphone,"['coronavirus', 'smartphone']"
81,#AI-Powered #Smartphone #App developed by @MCG_AUG Offers #Coronavirus Risk Assessment  https://t.co/tTjVRiKRfa,"['ai', 'smartphone', 'app', 'coronavirus']"
82,"🌎 #Coronavirus to slash global #smartphone shipments by 10% - Nikkei
https://t.co/e3AMbAg3dQ","['coronavirus', 'smartphone']"
83,"The non-#CoronaVirus news that open my Eyes and Jaws WIDE just now is...

#Samsung is making 1-inch #smartphone #camera sensor... That will be all good kind of S.I.C.K.

1-inch sensor and 150megapixels. Other known OEMs are requesting it and we may those by end of year.","['coronavirus', 'samsung', 'smartphone']"
84,@Samsung says #5G won't save #smartphone market this year. https://t.co/VT1dl69Jqc,"['g', 'smartphone']"
85,"Verizon gives customers extra mobile data, drops broadband data caps https://t.co/fMkcnwQlSo #coronavirus #smartphone #broadband #internet","['coronavirus', 'smartphone', 'broadband', 'internet']"
86,The latest Smartphone News! https://t.co/r6rchA6XKo Thanks to @FxBookLTTG @AleXDT98 @toral_olivo #smartphone #covid19,"['smartphone', 'covid']"
