,text,hashtags
236,"#WhiteHouseBriefing  Dr. Birx says great concerns for next two weeks, based on Chris Murray model.  #Fauci says model is as good as assumptions put into it.  Complex.  Dr. Fauci says he likes to look at the data and try to mitigate. #coronavirus.  #COVID19","['whitehousebriefing', 'fauci']"
237,Some of the data that is persuading #Fauci and other experts to support wearing of material masks / facial covering.  https://t.co/Yfppqu3Ofy,['fauci']
238,"""We don’t operate on how you feel. We operate on what evidence is, and data is."" - #Fauci on our response to #COVID19. This also happens to be the way science works, in general.",['fauci']
239,"Dr. #Fauci Shuts Down ‘Fox &amp; Friends’ on #Coronavirus Cure, Says ‘We Don’t Operate on How You Feel’. #Science &amp; #data matter in #medicine.  #FoxNewsLies  https://t.co/OLoSCzzkEx","['fauci', 'coronavirus', 'science']"
240,"@mini_bubbly Like #Fauci said, models are of no use.
The situation is so fluid that ANY model at any time, it's a snapshot of that very second, based on known data, practices, etc. 
Make a single change, &amp; that model is invalid.
Models for #COVID19 is like taking your temperature, always diff",['fauci']
241,Coronavirus: @FNBSA to Offer Connect Customers Free Data https://t.co/BxXGYVOKqx via @tech_financials #Covid_19 #WhenCoronaVirusIsOver,"['covid', 'whencoronavirusisover']"
242,"If it Impresses Wear it.
Call/app: 0714943964 
#footwearmall
#NewWorldOrder
#WhenCoronaVirusIsOver
#WomenAtWebKE
#Chamanenyu 
#Somalia 
#ShameOnTangaTanga 
#coronaviruske 
#Coronavirustruth 
#UONboycotonlineclasses 
#betty
#Lonyangapuo #Covid_19 https://t.co/DSPnmW7YAN","['footwearmall', 'newworldorder', 'whencoronavirusisover', 'womenatwebke']"
243,"#WhenCoronaVirusIsOver, USA needs to re-think how it learns from present mistakes, past foes &amp; collaborates to tackle global challenges eg like Vietnam, Germany: they have a much lower COVID death rate than USA, by following #WHO guidelines: combine #trackingCovid19 #trace #test",['whencoronavirusisover']
244,"If it Impresses Wear it.
Call/app: 0714943964 
#footwearmall
#NewWorldOrder
#WhenCoronaVirusIsOver
#WomenAtWebKE
#Chamanenyu 
#Somalia 
#ShameOnTangaTanga 
#coronaviruske 
#Coronavirustruth 
#UONboycotonlineclasses 
#betty
#Lonyangapuo #Covid_19 https://t.co/Ep6hlINCLU","['footwearmall', 'newworldorder', 'whencoronavirusisover', 'womenatwebke']"
245,"If it Impresses Wear it.
Call/app: 0714943964 
#footwearmall
#NewWorldOrder
#WhenCoronaVirusIsOver
#WomenAtWebKE
#Chamanenyu 
#Somalia 
#ShameOnTangaTanga 
#coronaviruske 
#Coronavirustruth 
#UONboycotonlineclasses 
#betty
#Lonyangapuo #Covid_19 https://t.co/JhWN8TGUrn","['footwearmall', 'newworldorder', 'whencoronavirusisover', 'womenatwebke']"
246,Btw I'm starting to use this app a lot 😂😂😭 #Memes #Coronavirustruth #Covid_19 #WhenCoronaVirusIsOver #funny #hi #GoodMorning #Weather #followme #follow https://t.co/709tw7UmMk,"['memes', 'coronavirustruth', 'covid', 'whencoronavirusisover', 'funny', 'hi']"
247,"Wear what make you Happy 
Call/app: 0714943964 
#StayHome #StayHomekenya #Covid_19 #WhenCoronaVirusIsOver #Coronavirustruth #ShameOnTangaTanga #itumbi #Office365 #1000icu #Tanzania #dontrushchallenge #abraham #Ozil #UniversityofNairobi #murkomen #fashion #footwearmall #football https://t.co/e14Os5P825","['stayhome', 'stayhomekenya', 'covid', 'whencoronavirusisover']"
248,"Wear what make you Happy 
Call/app: 0714943964 
#StayHome #StayHomekenya #Covid_19 #WhenCoronaVirusIsOver #Coronavirustruth #ShameOnTangaTanga #itumbi #Office365 #1000icu #Tanzania #dontrushchallenge #abraham #Ozil #UniversityofNairobi #murkomen #fashion #footwearmall #football https://t.co/xJFQug5YCZ","['stayhome', 'stayhomekenya', 'covid', 'whencoronavirusisover']"
249,"""What do you wish #WhenCoronaVirusIsOver?""

Given all the suffering and hardship that millions of people around the world are enduring because we lack the vaccine against one particular virus, I really wish this: the anti-vaxxer movement dead. Forever.

#coronavirus #Covid_19",['whencoronavirusisover']
250,"COVID-19 update. 
Lock down of movement in Ekiti State #WhenCoronaVirusIsOver",['whencoronavirusisover']
251,"O boy my data wan finish ooo

Jesu #CoronaUpdate #COVID19 #WhenCoronaVirusIsOver 

In this quarantine? Lord no","['coronaupdate', 'covid', 'whencoronavirusisover']"
252,"#Covid_19 .
Day by day data who spread #CoronavirusUSA 
#WhenCoronaVirusIsOver 
#lockdown 
#StayHomeSaveLives 
#NewYork #newjerseylockdown 
#Quarantine https://t.co/K6exnZBmQE","['covid', 'coronavirususa', 'whencoronavirusisover', 'lockdown', 'stayhomesavelives']"
253,"@agbeniyi_jide #WhenCoronaVirusIsOver we must:

1) Speak the truth by tracking down the exact date &amp; origin of #Covid_19

2) Force #CommunistChina to pay for what they did to the world

3) Spend more money on actual #GlobalPandemic prevention and less money on the #globalwarming hoax. #staysafe",['whencoronavirusisover']
254,"#WhenCoronaVirusIsOver #LGBTQuarantine Bolt abla FIRB Adelaide Oval Princes Park #bencousins #stayathomeandstaysafe #Covid_19 tiger king Stage 3
Ahhh OK so 2 weeks .. what a lot of shit Scomo is spitting in his press conferences.. We are Fast tracking Claims What Fucking Bullshit https://t.co/G1Jjw2nMNd","['whencoronavirusisover', 'lgbtquarantine', 'bencousins', 'stayathomeandstaysafe']"
255,"""What do you wish #WhenCoronaVirusIsOver?""

Seeing all the suffering and hardship that millions of people around the world are enduring because we lack the vaccine against one particular virus, I really wish this: the anti-vaxxer movement dead. Forever.

#COVID19 #coronavirus",['whencoronavirusisover']
256,"While you #StayAtHomeAndStaySafe, from #COVID19 #UsetheToilet #StopOpenDefecation #CleanNigeria  #shitwithswag let's join movement 👍👍👍@Toiletspride @ODFnigeria @WaterAidNigeria @BODAN70771304 @WASH_Posts @Waterresources9 https://t.co/0MUy45Vex4","['stayathomeandstaysafe', 'covid', 'usethetoilet', 'stopopendefecation', 'cleannigeria', 'shitwithswag']"
257,"This is great news that NEED to be shared. #StayAtHome #StayAtHomeAndStaySafe #ProtectEveryone #ItWorks
Restrictions Are Slowing Coronavirus Infections, New Data Suggest https://t.co/NORtltUFWG","['stayathome', 'stayathomeandstaysafe', 'protecteveryone', 'itworks']"
258,"Ask your doubts during LIVE Session to mentors through VIDHIGYA app #StayAtHomeAndStaySafe
#OnlineCourses #CLAT #CLAT2020 #CLATExam #COVID19 #Coronavirus #lawexams #lawexamsinIndia #lawentrance #Clatexam #ClatCoaching #lawentrance #AILET #ailet20 #onlinelearning #clat20 #VIDHIGYA https://t.co/lDSk7grisP","['stayathomeandstaysafe', 'onlinecourses', 'clat']"
259,"Day 10 of quarantine 
I finally realized freedom of movement is underrated 
#COVID19 
#StayAtHomeAndStaySafe https://t.co/s44jXye6ov","['covid', 'stayathomeandstaysafe']"
260,The new @ausgov app to get the latest #COVID19Aus updates via WhatsApp #StayAtHomeAndStaySafe #AllInThisTogether,"['covidaus', 'stayathomeandstaysafe', 'allinthistogether']"
261,"@narendramodi @JPNadda
@blsanthosh
#StayAtHomeAndStaySafe #IndiaFightsCoronavirus
PM Modi apologises to people for hardships due to lockdown, says there was no other option to fight coronavirus
https://t.co/c7z4pDjbhB

via NaMo App https://t.co/AgsfYJNdWf","['stayathomeandstaysafe', 'indiafightscoronavirus']"
262,"COVID19 Data Does not Match Doomsday Predictions! #CoronaUpdate #CoronaVirusUpdates #COVID19 #StayAtHomeAndStaySafe 

https://t.co/DpMJWL8qNa","['coronaupdate', 'coronavirusupdates', 'covid', 'stayathomeandstaysafe']"
263,Hope this data will reinforce the need to #StayAtHomeAndStaySafe in #Ontario: Number of #Covid19 pts in #ICUs tripled in the past few days @md_frost @CBCNews https://t.co/i68mb4G1Pc,"['stayathomeandstaysafe', 'ontario', 'covid', 'icus']"
264,"#Covid_19 #COVID19   #كشف_تسربات_المياه_تعقيمم  #StayAtHomeAndStaySafe #CoronaUpdate #COVIDIOT 
provide 1 Hour Virtual Assistant/Data Entry/Admin Support https://t.co/iynJDSPMjN","['covid', 'covid', 'كشفتسرباتالمياهتعقيمم', 'stayathomeandstaysafe', 'coronaupdate', 'covidiot']"
265,#StayAtHomeAndStaySafe #StayConnected #Wellbeing “It is essential that people stay at home to protect the NHS and save lives. This package helps people to stay connected whilst they stay home.” Broadband providers to lift data caps during Covid-19 lockdown https://t.co/eMkwCaIMMM,"['stayathomeandstaysafe', 'stayconnected', 'wellbeing']"
266,"#StayAtHomeAndStaySafe #RestezChezVous #StayHomeCanada #StayHome #ResteChezToi #StopTheSpread #TransmissionCommunautaire

65% of reported COVID-19 cases in Canada related to community transmission: latest data https://t.co/BeUPstvs2j","['stayathomeandstaysafe', 'restezchezvous', 'stayhomecanada', 'stayhome', 'restecheztoi', 'stopthespread']"
267,"#COVID19 UPDATE map...😷👀
#StayAtHomeAndStaySafe
VankaPro☀️🌊🌊🌊
Map: Tracking The Spread Of The Coronavirus In The U.S. https://t.co/Xcs2AUaeZv","['covid', 'stayathomeandstaysafe']"
268,"This visual on tracking the potential spread. #coronavirus #Covid_19 #StayAtHomeAndStaySafe 
👇
@TectonixGEO 
https://t.co/T7TGZdeBK5","['coronavirus', 'covid', 'stayathomeandstaysafe']"
269,You have to understand data. Not statistics but raw data. #Covid_19 #StayAtHomeAndStaySafe #Corinnavirus #coronalockdownuk #IslesOfScilly #Cornwall #Scilly @BBCCornwall @CornwallLive,"['covid', 'stayathomeandstaysafe', 'corinnavirus']"
270,"Coronavirus: @MTNGhana Is Offering Free Browsing Data To All Customers In Ghana.

#Covid_19
#StayAtHomeAndStaySafe 
#CoronaLockdown

https://t.co/MOvhWPxtVj","['covid', 'stayathomeandstaysafe']"
271,Congrats to all involved in this innovative approach to contact tracing. #StayAtHomeAndStaySafe #StrengthenTheNation #HammerTheCurve https://t.co/KMSNCyACt0,['stayathomeandstaysafe']
272,"Voluntary stay at home/tent, yet forcibly under siege. 
#Idlib 
#StayAtHomeAndStaySafe 
#StayHome 
#Covid_19
#StayHome https://t.co/Sy27YokZUs","['idlib', 'stayathomeandstaysafe', 'stayhome', 'covid']"
273,"#WhenCoronaVirusIsOver #LGBTQuarantine Bolt abla FIRB Adelaide Oval Princes Park #bencousins #stayathomeandstaysafe #Covid_19 tiger king Stage 3
Ahhh OK so 2 weeks .. what a lot of shit Scomo is spitting in his press conferences.. We are Fast tracking Claims What Fucking Bullshit https://t.co/G1Jjw2nMNd","['whencoronavirusisover', 'lgbtquarantine', 'bencousins', 'stayathomeandstaysafe']"
274,"#CoronaUpdate: ""More data showing people without symptoms are fueling the spread"" PLEASE #StayAtHomeAndStaySafe. Good night friends❤️
https://t.co/vXLck36qP6","['coronaupdate', 'stayathomeandstaysafe']"
275,"Coronavirus: Loss of Taste and Smell Key COVID-19 Symptoms, App Study Finds #StayAtHomeAndStaySafe #Covid_19 #CoronaUpdate
#COVID19 https://t.co/zEWRrOZlG0","['stayathomeandstaysafe', 'covid']"
276,"@firstladyship Here is great #smartphone device #samsung 
https://t.co/bYiKEGcqSP #Mbuhari #pmb #CoronaUpdate #WhenCoronaVirusIsOver #dontrushchallenge #COVID19 #StayAtHomeAndStaySafe #SundayMotivation #UltimateLoveFinale #DoubleChris #CoronaLessons #lockdown #norushchallenge","['smartphone', 'samsung', 'mbuhari', 'pmb', 'coronaupdate']"
277,"@Malcom__A Here is great #smartphone device #samsung 
https://t.co/bYiKEGcqSP #Mbuhari #pmb #CoronaUpdate #WhenCoronaVirusIsOver #dontrushchallenge #COVID19 #StayAtHomeAndStaySafe #SundayMotivation #UltimateLoveFinale #DoubleChris #CoronaLessons #lockdown #norushchallenge","['smartphone', 'samsung', 'mbuhari', 'pmb', 'coronaupdate']"
278,"@davidadebanjo_ Here is great #smartphone device #samsung 
https://t.co/bYiKEGcqSP #Mbuhari #pmb #CoronaUpdate #WhenCoronaVirusIsOver #dontrushchallenge #COVID19 #StayAtHomeAndStaySafe #SundayMotivation #UltimateLoveFinale #DoubleChris #CoronaLessons #lockdown #norushchallenge","['smartphone', 'samsung', 'mbuhari', 'pmb', 'coronaupdate']"
279,"@redsteeze @IvankaTrump Here is great #smartphone device #samsung 
https://t.co/bYiKEGcqSP #Mbuhari #pmb #CoronaUpdate #WhenCoronaVirusIsOver #dontrushchallenge #COVID19 #StayAtHomeAndStaySafe #SundayMotivation #UltimateLoveFinale #DoubleChris #CoronaLessons #lockdown #norushchallenge","['smartphone', 'samsung', 'mbuhari', 'pmb']"
280,"@business Here is great #smartphone device #samsung 
https://t.co/bYiKEGcqSP #Mbuhari #pmb #CoronaUpdate #WhenCoronaVirusIsOver #dontrushchallenge #COVID19 #StayAtHomeAndStaySafe #SundayMotivation #UltimateLoveFinale #DoubleChris #CoronaLessons #lockdown #norushchallenge","['smartphone', 'samsung', 'mbuhari', 'pmb', 'coronaupdate']"
281,"@HG2films Here is great #smartphone device #samsung 
https://t.co/AqUHtaJ9tO #Mbuhari #pmb #CoronaUpdate #WhenCoronaVirusIsOver #dontrushchallenge #COVID19 #StayAtHomeAndStaySafe #SundayMotivation #UltimateLoveFinale #DoubleChris #CoronaLessons #lockdown #norushchallenge","['smartphone', 'samsung', 'mbuhari', 'pmb', 'coronaupdate']"
282,"@DONJAZZY Here is great #smartphone device #samsung 
https://t.co/AqUHtaJ9tO #Mbuhari #pmb #CoronaUpdate #WhenCoronaVirusIsOver #dontrushchallenge #COVID19 #StayAtHomeAndStaySafe #SundayMotivation #UltimateLoveFinale #DoubleChris #CoronaLessons #lockdown #norushchallenge","['smartphone', 'samsung', 'mbuhari', 'pmb', 'coronaupdate']"
283,"@OgbeniDipo Here is great #smartphone device #samsung 
https://t.co/bYiKEGcqSP #Mbuhari #pmb #CoronaUpdate #WhenCoronaVirusIsOver #dontrushchallenge #COVID19 #StayAtHomeAndStaySafe #SundayMotivation #UltimateLoveFinale #DoubleChris #CoronaLessons #lockdown #norushchallenge","['smartphone', 'samsung', 'mbuhari', 'pmb', 'coronaupdate']"
284,"@AyoBankole Here is great #smartphone device #samsung 
https://t.co/AqUHtaJ9tO #Mbuhari #pmb #CoronaUpdate #WhenCoronaVirusIsOver #dontrushchallenge #COVID19 #StayAtHomeAndStaySafe #SundayMotivation #UltimateLoveFinale #DoubleChris #CoronaLessons #lockdown #norushchallenge","['smartphone', 'samsung', 'mbuhari', 'pmb', 'coronaupdate']"
285,"@TheNationNews @MBuhari Here is great #smartphone device #samsung 
https://t.co/bYiKEGcqSP #Mbuhari #pmb #CoronaUpdate #WhenCoronaVirusIsOver #dontrushchallenge #COVID19 #StayAtHomeAndStaySafe #SundayMotivation #UltimateLoveFinale #DoubleChris #CoronaLessons #lockdown #norushchallenge","['smartphone', 'samsung', 'mbuhari', 'pmb']"
286,"@thehill Here is great #smartphone device #samsung 
https://t.co/bYiKEGcqSP #Mbuhari #pmb #CoronaUpdate #WhenCoronaVirusIsOver #dontrushchallenge #COVID19 #StayAtHomeAndStaySafe #SundayMotivation #UltimateLoveFinale #DoubleChris #CoronaLessons #lockdown #norushchallenge","['smartphone', 'samsung', 'mbuhari', 'pmb', 'coronaupdate']"
287,"@OgbeniDipo Here is great #smartphone device #samsung 
https://t.co/bYiKEGcqSP #Mbuhari #pmb #CoronaUpdate #WhenCoronaVirusIsOver #dontrushchallenge #COVID19 #StayAtHomeAndStaySafe #SundayMotivation #UltimateLoveFinale #DoubleChris #CoronaLessons #lockdown #norushchallenge","['smartphone', 'samsung', 'mbuhari', 'pmb', 'coronaupdate']"
288,"@TheNationNews @MBuhari Here is great #smartphone device #samsung 
https://t.co/bYiKEGcqSP #Mbuhari #pmb #CoronaUpdate #WhenCoronaVirusIsOver #dontrushchallenge #COVID19 #StayAtHomeAndStaySafe #SundayMotivation #UltimateLoveFinale #DoubleChris #CoronaLessons #lockdown #norushchallenge","['smartphone', 'samsung', 'mbuhari', 'pmb']"
289,"@JackPosobiec Here is great #smartphone device #samsung 
https://t.co/bYiKEGcqSP #Mbuhari #pmb #CoronaUpdate #WhenCoronaVirusIsOver #dontrushchallenge #COVID19 #StayAtHomeAndStaySafe #SundayMotivation #UltimateLoveFinale #DoubleChris #CoronaLessons #lockdown #norushchallenge","['smartphone', 'samsung', 'mbuhari', 'pmb', 'coronaupdate']"
290,"@firstladyship Here is great #smartphone device #samsung 
https://t.co/bYiKEGcqSP #Mbuhari #pmb #CoronaUpdate #WhenCoronaVirusIsOver #dontrushchallenge #COVID19 #StayAtHomeAndStaySafe #SundayMotivation #UltimateLoveFinale #DoubleChris #CoronaLessons #lockdown #norushchallenge","['smartphone', 'samsung', 'mbuhari', 'pmb', 'coronaupdate']"
291,"@Malcom__A Here is great #smartphone device #samsung 
https://t.co/bYiKEGcqSP #Mbuhari #pmb #CoronaUpdate #WhenCoronaVirusIsOver #dontrushchallenge #COVID19 #StayAtHomeAndStaySafe #SundayMotivation #UltimateLoveFinale #DoubleChris #CoronaLessons #lockdown #norushchallenge","['smartphone', 'samsung', 'mbuhari', 'pmb', 'coronaupdate']"
292,"@davidadebanjo_ Here is great #smartphone device #samsung 
https://t.co/bYiKEGcqSP #Mbuhari #pmb #CoronaUpdate #WhenCoronaVirusIsOver #dontrushchallenge #COVID19 #StayAtHomeAndStaySafe #SundayMotivation #UltimateLoveFinale #DoubleChris #CoronaLessons #lockdown #norushchallenge","['smartphone', 'samsung', 'mbuhari', 'pmb', 'coronaupdate']"
293,"@redsteeze @IvankaTrump Here is great #smartphone device #samsung 
https://t.co/bYiKEGcqSP #Mbuhari #pmb #CoronaUpdate #WhenCoronaVirusIsOver #dontrushchallenge #COVID19 #StayAtHomeAndStaySafe #SundayMotivation #UltimateLoveFinale #DoubleChris #CoronaLessons #lockdown #norushchallenge","['smartphone', 'samsung', 'mbuhari', 'pmb']"
294,"@business Here is great #smartphone device #samsung 
https://t.co/bYiKEGcqSP #Mbuhari #pmb #CoronaUpdate #WhenCoronaVirusIsOver #dontrushchallenge #COVID19 #StayAtHomeAndStaySafe #SundayMotivation #UltimateLoveFinale #DoubleChris #CoronaLessons #lockdown #norushchallenge","['smartphone', 'samsung', 'mbuhari', 'pmb', 'coronaupdate']"
295,"@HG2films Here is great #smartphone device #samsung 
https://t.co/AqUHtaJ9tO #Mbuhari #pmb #CoronaUpdate #WhenCoronaVirusIsOver #dontrushchallenge #COVID19 #StayAtHomeAndStaySafe #SundayMotivation #UltimateLoveFinale #DoubleChris #CoronaLessons #lockdown #norushchallenge","['smartphone', 'samsung', 'mbuhari', 'pmb', 'coronaupdate']"
296,"@DONJAZZY Here is great #smartphone device #samsung 
https://t.co/AqUHtaJ9tO #Mbuhari #pmb #CoronaUpdate #WhenCoronaVirusIsOver #dontrushchallenge #COVID19 #StayAtHomeAndStaySafe #SundayMotivation #UltimateLoveFinale #DoubleChris #CoronaLessons #lockdown #norushchallenge","['smartphone', 'samsung', 'mbuhari', 'pmb', 'coronaupdate']"
297,"@OgbeniDipo Here is great #smartphone device #samsung 
https://t.co/bYiKEGcqSP #Mbuhari #pmb #CoronaUpdate #WhenCoronaVirusIsOver #dontrushchallenge #COVID19 #StayAtHomeAndStaySafe #SundayMotivation #UltimateLoveFinale #DoubleChris #CoronaLessons #lockdown #norushchallenge","['smartphone', 'samsung', 'mbuhari', 'pmb', 'coronaupdate']"
298,"@AyoBankole Here is great #smartphone device #samsung 
https://t.co/AqUHtaJ9tO #Mbuhari #pmb #CoronaUpdate #WhenCoronaVirusIsOver #dontrushchallenge #COVID19 #StayAtHomeAndStaySafe #SundayMotivation #UltimateLoveFinale #DoubleChris #CoronaLessons #lockdown #norushchallenge","['smartphone', 'samsung', 'mbuhari', 'pmb', 'coronaupdate']"
299,"@TheNationNews @MBuhari Here is great #smartphone device #samsung 
https://t.co/bYiKEGcqSP #Mbuhari #pmb #CoronaUpdate #WhenCoronaVirusIsOver #dontrushchallenge #COVID19 #StayAtHomeAndStaySafe #SundayMotivation #UltimateLoveFinale #DoubleChris #CoronaLessons #lockdown #norushchallenge","['smartphone', 'samsung', 'mbuhari', 'pmb']"
300,"@thehill Here is great #smartphone device #samsung 
https://t.co/bYiKEGcqSP #Mbuhari #pmb #CoronaUpdate #WhenCoronaVirusIsOver #dontrushchallenge #COVID19 #StayAtHomeAndStaySafe #SundayMotivation #UltimateLoveFinale #DoubleChris #CoronaLessons #lockdown #norushchallenge","['smartphone', 'samsung', 'mbuhari', 'pmb', 'coronaupdate']"
301,"@OgbeniDipo Here is great #smartphone device #samsung 
https://t.co/bYiKEGcqSP #Mbuhari #pmb #CoronaUpdate #WhenCoronaVirusIsOver #dontrushchallenge #COVID19 #StayAtHomeAndStaySafe #SundayMotivation #UltimateLoveFinale #DoubleChris #CoronaLessons #lockdown #norushchallenge","['smartphone', 'samsung', 'mbuhari', 'pmb', 'coronaupdate']"
302,"@TheNationNews @MBuhari Here is great #smartphone device #samsung 
https://t.co/bYiKEGcqSP #Mbuhari #pmb #CoronaUpdate #WhenCoronaVirusIsOver #dontrushchallenge #COVID19 #StayAtHomeAndStaySafe #SundayMotivation #UltimateLoveFinale #DoubleChris #CoronaLessons #lockdown #norushchallenge","['smartphone', 'samsung', 'mbuhari', 'pmb']"
303,"@JackPosobiec Here is great #smartphone device #samsung 
https://t.co/bYiKEGcqSP #Mbuhari #pmb #CoronaUpdate #WhenCoronaVirusIsOver #dontrushchallenge #COVID19 #StayAtHomeAndStaySafe #SundayMotivation #UltimateLoveFinale #DoubleChris #CoronaLessons #lockdown #norushchallenge","['smartphone', 'samsung', 'mbuhari', 'pmb', 'coronaupdate']"
